index	prediction
504	entailment
505	entailment
506	entailment
507	entailment
508	entailment
509	entailment
510	entailment
511	entailment
512	entailment
513	entailment
514	entailment
515	entailment
516	entailment
517	entailment
518	entailment
519	entailment
520	entailment
521	entailment
522	entailment
523	entailment
524	entailment
525	entailment
526	entailment
527	entailment
528	entailment
529	entailment
530	entailment
531	entailment
532	entailment
533	entailment
534	entailment
535	entailment
536	entailment
537	entailment
538	entailment
539	entailment
540	entailment
541	entailment
542	entailment
543	entailment
544	entailment
545	entailment
546	entailment
547	entailment
548	entailment
549	entailment
550	entailment
551	entailment
552	entailment
553	entailment
554	entailment
555	entailment
556	entailment
557	entailment
558	entailment
559	entailment
560	entailment
561	entailment
562	entailment
563	entailment
564	entailment
565	entailment
566	entailment
567	entailment
568	entailment
569	entailment
570	entailment
571	entailment
572	entailment
573	entailment
574	entailment
575	entailment
576	entailment
577	entailment
578	entailment
579	entailment
580	entailment
581	entailment
582	entailment
583	entailment
584	entailment
585	entailment
586	entailment
587	entailment
588	entailment
589	entailment
590	entailment
591	entailment
592	entailment
593	entailment
594	entailment
595	entailment
596	entailment
597	entailment
598	entailment
599	entailment
600	entailment
601	entailment
602	entailment
603	entailment
604	entailment
605	entailment
606	entailment
607	entailment
608	entailment
609	entailment
610	entailment
611	entailment
612	entailment
613	entailment
614	entailment
615	entailment
616	entailment
617	entailment
618	entailment
619	entailment
620	entailment
621	entailment
622	entailment
623	entailment
624	entailment
625	entailment
626	entailment
627	entailment
628	entailment
629	entailment
630	entailment
631	entailment
632	entailment
633	entailment
634	entailment
635	entailment
636	entailment
637	entailment
638	entailment
639	entailment
640	entailment
641	entailment
642	entailment
643	entailment
644	entailment
645	entailment
646	entailment
647	entailment
648	entailment
649	entailment
650	entailment
651	entailment
652	entailment
653	entailment
654	entailment
655	entailment
656	entailment
657	entailment
658	entailment
659	entailment
660	entailment
661	entailment
662	entailment
663	entailment
664	entailment
665	entailment
666	entailment
667	entailment
668	entailment
669	entailment
670	entailment
671	entailment
672	entailment
673	entailment
674	entailment
675	entailment
676	entailment
677	entailment
678	entailment
679	entailment
680	entailment
681	entailment
682	entailment
683	entailment
684	entailment
685	entailment
686	entailment
687	entailment
688	entailment
689	entailment
690	entailment
691	entailment
692	entailment
693	entailment
694	entailment
695	entailment
696	entailment
697	entailment
698	entailment
699	entailment
700	entailment
701	entailment
702	entailment
703	entailment
704	entailment
705	entailment
706	entailment
707	entailment
708	entailment
709	entailment
710	entailment
711	entailment
712	entailment
713	entailment
714	entailment
715	entailment
716	entailment
717	entailment
718	entailment
719	entailment
720	entailment
721	entailment
722	entailment
723	entailment
724	entailment
725	entailment
726	entailment
727	entailment
728	entailment
729	entailment
730	entailment
731	entailment
732	entailment
733	entailment
734	entailment
735	entailment
736	entailment
737	entailment
738	entailment
739	entailment
740	entailment
741	entailment
742	entailment
743	entailment
744	entailment
745	entailment
746	entailment
747	entailment
748	entailment
749	entailment
750	entailment
751	entailment
752	entailment
753	entailment
754	entailment
755	entailment
756	entailment
757	entailment
758	entailment
759	entailment
760	entailment
761	entailment
762	entailment
763	entailment
764	entailment
765	entailment
766	entailment
767	entailment
768	entailment
769	entailment
770	entailment
771	entailment
772	entailment
773	entailment
774	entailment
775	entailment
776	entailment
777	entailment
778	entailment
779	entailment
780	entailment
781	entailment
782	entailment
783	entailment
784	entailment
785	entailment
786	entailment
787	entailment
788	entailment
789	entailment
790	entailment
791	entailment
792	entailment
793	entailment
794	entailment
795	entailment
796	entailment
797	entailment
798	entailment
799	entailment
800	entailment
801	entailment
802	entailment
803	entailment
804	entailment
805	entailment
806	entailment
807	entailment
808	entailment
809	entailment
810	entailment
811	entailment
812	entailment
813	entailment
814	entailment
815	entailment
816	entailment
817	entailment
818	entailment
819	entailment
820	entailment
821	entailment
822	entailment
823	entailment
824	entailment
825	entailment
826	entailment
827	entailment
828	entailment
829	entailment
830	entailment
831	entailment
832	entailment
833	entailment
834	entailment
835	entailment
836	entailment
837	entailment
838	entailment
839	entailment
840	entailment
841	entailment
842	entailment
843	entailment
844	entailment
845	entailment
846	entailment
847	entailment
848	entailment
849	entailment
850	entailment
851	entailment
852	entailment
853	entailment
854	entailment
855	entailment
856	entailment
857	entailment
858	entailment
859	entailment
860	entailment
861	entailment
862	entailment
863	entailment
864	entailment
865	entailment
866	entailment
867	entailment
868	entailment
869	entailment
870	entailment
871	entailment
872	entailment
873	entailment
874	entailment
875	entailment
876	entailment
877	entailment
878	entailment
879	entailment
880	entailment
881	entailment
882	entailment
883	entailment
884	entailment
885	entailment
886	entailment
887	entailment
888	entailment
889	entailment
890	entailment
891	entailment
892	entailment
893	entailment
894	entailment
895	entailment
896	entailment
897	entailment
898	entailment
899	entailment
900	entailment
901	entailment
902	entailment
903	entailment
904	entailment
905	entailment
906	entailment
907	entailment
908	entailment
909	entailment
910	entailment
911	entailment
912	entailment
913	entailment
914	entailment
915	entailment
916	entailment
917	entailment
918	entailment
919	entailment
920	entailment
921	entailment
922	entailment
923	entailment
924	entailment
925	entailment
926	entailment
927	entailment
928	entailment
929	entailment
930	entailment
931	entailment
932	entailment
933	entailment
934	entailment
935	entailment
936	entailment
937	entailment
938	entailment
939	entailment
940	entailment
941	entailment
942	entailment
943	entailment
944	entailment
945	entailment
946	entailment
947	entailment
948	entailment
949	entailment
950	entailment
951	entailment
952	entailment
953	entailment
954	entailment
955	entailment
956	entailment
957	entailment
958	entailment
959	entailment
960	entailment
961	entailment
962	entailment
963	entailment
964	entailment
965	entailment
966	entailment
967	entailment
968	entailment
969	entailment
970	entailment
971	entailment
972	entailment
973	entailment
974	entailment
975	entailment
976	entailment
977	entailment
978	entailment
979	entailment
980	entailment
981	entailment
982	entailment
983	entailment
984	entailment
985	entailment
986	entailment
987	entailment
988	entailment
989	entailment
990	entailment
991	entailment
992	entailment
993	entailment
994	entailment
995	entailment
996	entailment
997	entailment
998	entailment
999	entailment
1000	entailment
1001	entailment
1002	entailment
1003	entailment
1004	entailment
1005	entailment
1006	entailment
1007	entailment
1008	entailment
1009	entailment
1010	entailment
1011	entailment
1012	entailment
1013	entailment
1014	entailment
1015	entailment
1016	entailment
1017	entailment
1018	entailment
1019	entailment
1020	entailment
1021	entailment
1022	entailment
1023	entailment
1024	entailment
1025	entailment
1026	entailment
1027	entailment
1028	entailment
1029	entailment
1030	entailment
1031	entailment
1032	entailment
1033	entailment
1034	entailment
1035	entailment
1036	entailment
1037	entailment
1038	entailment
1039	entailment
1040	entailment
1041	entailment
1042	entailment
1043	entailment
1044	entailment
1045	entailment
1046	entailment
1047	entailment
1048	entailment
1049	entailment
1050	entailment
1051	entailment
1052	entailment
1053	entailment
1054	entailment
1055	entailment
1056	entailment
1057	entailment
1058	entailment
1059	entailment
1060	entailment
1061	entailment
1062	entailment
1063	entailment
1064	entailment
1065	entailment
1066	entailment
1067	entailment
1068	entailment
1069	entailment
1070	entailment
1071	entailment
1072	entailment
1073	entailment
1074	entailment
1075	entailment
1076	entailment
1077	entailment
1078	entailment
1079	entailment
1080	entailment
1081	entailment
1082	entailment
1083	entailment
1084	entailment
1085	entailment
1086	entailment
1087	entailment
1088	entailment
1089	entailment
1090	entailment
1091	entailment
1092	entailment
1093	entailment
1094	entailment
1095	entailment
1096	entailment
1097	entailment
1098	entailment
1099	entailment
1100	entailment
1101	entailment
1102	entailment
1103	entailment
1104	entailment
1105	entailment
1106	entailment
1107	entailment
1108	entailment
1109	entailment
1110	entailment
1111	entailment
1112	entailment
1113	entailment
1114	entailment
1115	entailment
1116	entailment
1117	entailment
1118	entailment
1119	entailment
1120	entailment
1121	entailment
1122	entailment
1123	entailment
1124	entailment
1125	entailment
1126	entailment
1127	entailment
1128	entailment
1129	entailment
1130	entailment
1131	entailment
1132	entailment
1133	entailment
1134	entailment
1135	entailment
1136	entailment
1137	entailment
1138	entailment
1139	entailment
1140	entailment
1141	entailment
1142	entailment
1143	entailment
1144	entailment
1145	entailment
1146	entailment
1147	entailment
1148	entailment
1149	entailment
1150	entailment
1151	entailment
1152	entailment
1153	entailment
1154	entailment
1155	entailment
1156	entailment
1157	entailment
1158	entailment
1159	entailment
1160	entailment
1161	entailment
1162	entailment
1163	entailment
1164	entailment
1165	entailment
1166	entailment
1167	entailment
1168	entailment
1169	entailment
1170	entailment
1171	entailment
1172	entailment
1173	entailment
1174	entailment
1175	entailment
1176	entailment
1177	entailment
1178	entailment
1179	entailment
1180	entailment
1181	entailment
1182	entailment
1183	entailment
1184	entailment
1185	entailment
1186	entailment
1187	entailment
1188	entailment
1189	entailment
1190	entailment
1191	entailment
1192	entailment
1193	entailment
1194	entailment
1195	entailment
1196	entailment
1197	entailment
1198	entailment
1199	entailment
1200	entailment
1201	entailment
1202	entailment
1203	entailment
1204	entailment
1205	entailment
1206	entailment
1207	entailment
1208	entailment
1209	entailment
1210	entailment
1211	entailment
1212	entailment
1213	entailment
1214	entailment
1215	entailment
1216	entailment
1217	entailment
1218	entailment
1219	entailment
1220	entailment
1221	entailment
1222	entailment
1223	entailment
1224	entailment
1225	entailment
1226	entailment
1227	entailment
1228	entailment
1229	entailment
1230	entailment
1231	entailment
1232	entailment
1233	entailment
1234	entailment
1235	entailment
1236	entailment
1237	entailment
1238	entailment
1239	entailment
1240	entailment
1241	entailment
1242	entailment
1243	entailment
1244	entailment
1245	entailment
1246	entailment
1247	entailment
1248	entailment
1249	entailment
1250	entailment
1251	entailment
1252	entailment
1253	entailment
1254	entailment
1255	entailment
1256	entailment
1257	entailment
1258	entailment
1259	entailment
1260	entailment
1261	entailment
1262	entailment
1263	entailment
1264	entailment
1265	entailment
1266	entailment
1267	entailment
1268	entailment
1269	entailment
1270	entailment
1271	entailment
1272	entailment
1273	entailment
1274	entailment
1275	entailment
1276	entailment
1277	entailment
1278	entailment
1279	entailment
1280	entailment
1281	entailment
1282	entailment
1283	entailment
1284	entailment
1285	entailment
1286	entailment
1287	entailment
1288	entailment
1289	entailment
1290	entailment
1291	entailment
1292	entailment
1293	entailment
1294	entailment
1295	entailment
1296	entailment
1297	entailment
1298	entailment
1299	entailment
1300	entailment
1301	entailment
1302	entailment
1303	entailment
1304	entailment
1305	entailment
1306	entailment
1307	entailment
1308	entailment
1309	entailment
1310	entailment
1311	entailment
1312	entailment
1313	entailment
1314	entailment
1315	entailment
1316	entailment
1317	entailment
1318	entailment
1319	entailment
1320	entailment
1321	entailment
1322	entailment
1323	entailment
1324	entailment
1325	entailment
1326	entailment
1327	entailment
1328	entailment
1329	entailment
1330	entailment
1331	entailment
1332	entailment
1333	entailment
1334	entailment
1335	entailment
1336	entailment
1337	entailment
1338	entailment
1339	entailment
1340	entailment
1341	entailment
1342	entailment
1343	entailment
1344	entailment
1345	entailment
1346	entailment
1347	entailment
1348	entailment
1349	entailment
1350	entailment
1351	entailment
1352	entailment
1353	entailment
1354	entailment
1355	entailment
1356	entailment
1357	entailment
1358	entailment
1359	entailment
1360	entailment
1361	entailment
1362	entailment
1363	entailment
1364	entailment
1365	entailment
1366	entailment
1367	entailment
1368	entailment
1369	entailment
1370	entailment
1371	entailment
1372	entailment
1373	entailment
1374	entailment
1375	entailment
1376	entailment
1377	entailment
1378	entailment
1379	entailment
1380	entailment
1381	entailment
1382	entailment
1383	entailment
1384	entailment
1385	entailment
1386	entailment
1387	entailment
1388	entailment
1389	entailment
1390	entailment
1391	entailment
1392	entailment
1393	entailment
1394	entailment
1395	entailment
1396	entailment
1397	entailment
1398	entailment
1399	entailment
1400	entailment
1401	entailment
1402	entailment
1403	entailment
1404	entailment
1405	entailment
1406	entailment
1407	entailment
1408	entailment
1409	entailment
1410	entailment
1411	entailment
1412	entailment
1413	entailment
1414	entailment
1415	entailment
1416	entailment
1417	entailment
1418	entailment
1419	entailment
1420	entailment
1421	entailment
1422	entailment
1423	entailment
1424	entailment
1425	entailment
1426	entailment
1427	entailment
1428	entailment
1429	entailment
1430	entailment
1431	entailment
1432	entailment
1433	entailment
1434	entailment
1435	entailment
1436	entailment
1437	entailment
1438	entailment
1439	entailment
1440	entailment
1441	entailment
1442	entailment
1443	entailment
1444	entailment
1445	entailment
1446	entailment
1447	entailment
1448	entailment
1449	entailment
1450	entailment
1451	entailment
1452	entailment
1453	entailment
1454	entailment
1455	entailment
1456	entailment
1457	entailment
1458	entailment
1459	entailment
1460	entailment
1461	entailment
1462	entailment
1463	entailment
1464	entailment
1465	entailment
1466	entailment
1467	entailment
1468	entailment
1469	entailment
1470	entailment
1471	entailment
1472	entailment
1473	entailment
1474	entailment
1475	entailment
1476	entailment
1477	entailment
1478	entailment
1479	entailment
1480	entailment
1481	entailment
1482	entailment
1483	entailment
1484	entailment
1485	entailment
1486	entailment
1487	entailment
1488	entailment
1489	entailment
1490	entailment
1491	entailment
1492	entailment
1493	entailment
1494	entailment
1495	entailment
1496	entailment
1497	entailment
1498	entailment
1499	entailment
1500	entailment
1501	entailment
1502	entailment
1503	entailment
1504	entailment
1505	entailment
1506	entailment
1507	entailment
1508	entailment
1509	entailment
1510	entailment
1511	entailment
1512	entailment
1513	entailment
1514	entailment
1515	entailment
1516	entailment
1517	entailment
1518	entailment
1519	entailment
1520	entailment
1521	entailment
1522	entailment
1523	entailment
1524	entailment
1525	entailment
1526	entailment
1527	entailment
1528	entailment
1529	entailment
1530	entailment
1531	entailment
1532	entailment
1533	entailment
1534	entailment
1535	entailment
1536	entailment
1537	entailment
1538	entailment
1539	entailment
1540	entailment
1541	entailment
1542	entailment
1543	entailment
1544	entailment
1545	entailment
1546	entailment
1547	entailment
1548	entailment
1549	entailment
1550	entailment
1551	entailment
1552	entailment
1553	entailment
1554	entailment
1555	entailment
1556	entailment
1557	entailment
1558	entailment
1559	entailment
1560	entailment
1561	entailment
1562	entailment
1563	entailment
1564	entailment
1565	entailment
1566	entailment
1567	entailment
1568	entailment
1569	entailment
1570	entailment
1571	entailment
1572	entailment
1573	entailment
1574	entailment
1575	entailment
1576	entailment
1577	entailment
1578	entailment
1579	entailment
1580	entailment
1581	entailment
1582	entailment
1583	entailment
1584	entailment
1585	entailment
1586	entailment
1587	entailment
1588	entailment
1589	entailment
1590	entailment
1591	entailment
1592	entailment
1593	entailment
1594	entailment
1595	entailment
1596	entailment
1597	entailment
1598	entailment
1599	entailment
1600	entailment
1601	entailment
1602	entailment
1603	entailment
1604	entailment
1605	entailment
1606	entailment
1607	entailment
1608	entailment
1609	entailment
1610	entailment
1611	entailment
1612	entailment
1613	entailment
1614	entailment
1615	entailment
1616	entailment
1617	entailment
1618	entailment
1619	entailment
1620	entailment
1621	entailment
1622	entailment
1623	entailment
1624	entailment
1625	entailment
1626	entailment
1627	entailment
1628	entailment
1629	entailment
1630	entailment
1631	entailment
1632	entailment
1633	entailment
1634	entailment
1635	entailment
1636	entailment
1637	entailment
1638	entailment
1639	entailment
1640	entailment
1641	entailment
1642	entailment
1643	entailment
1644	entailment
1645	entailment
1646	entailment
1647	entailment
1648	entailment
1649	entailment
1650	entailment
1651	entailment
1652	entailment
1653	entailment
1654	entailment
1655	entailment
1656	entailment
1657	entailment
1658	entailment
1659	entailment
1660	entailment
1661	entailment
1662	entailment
1663	entailment
1664	entailment
1665	entailment
1666	entailment
1667	entailment
1668	entailment
1669	entailment
1670	entailment
1671	entailment
1672	entailment
1673	entailment
1674	entailment
1675	entailment
1676	entailment
1677	entailment
1678	entailment
1679	entailment
1680	entailment
1681	entailment
1682	entailment
1683	entailment
1684	entailment
1685	entailment
1686	entailment
1687	entailment
1688	entailment
1689	entailment
1690	entailment
1691	entailment
1692	entailment
1693	entailment
1694	entailment
1695	entailment
1696	entailment
1697	entailment
1698	entailment
1699	entailment
1700	entailment
1701	entailment
1702	entailment
1703	entailment
1704	entailment
1705	entailment
1706	entailment
1707	entailment
1708	entailment
1709	entailment
1710	entailment
1711	entailment
1712	entailment
1713	entailment
1714	entailment
1715	entailment
1716	entailment
1717	entailment
1718	entailment
1719	entailment
1720	entailment
1721	entailment
1722	entailment
1723	entailment
1724	entailment
1725	entailment
1726	entailment
1727	entailment
1728	entailment
1729	entailment
1730	entailment
1731	entailment
1732	entailment
1733	entailment
1734	entailment
1735	entailment
1736	entailment
1737	entailment
1738	entailment
1739	entailment
1740	entailment
1741	entailment
1742	entailment
1743	entailment
1744	entailment
1745	entailment
1746	entailment
1747	entailment
1748	entailment
1749	entailment
1750	entailment
1751	entailment
1752	entailment
1753	entailment
1754	entailment
1755	entailment
1756	entailment
1757	entailment
1758	entailment
1759	entailment
1760	entailment
1761	entailment
1762	entailment
1763	entailment
1764	entailment
1765	entailment
1766	entailment
1767	entailment
1768	entailment
1769	entailment
1770	entailment
1771	entailment
1772	entailment
1773	entailment
1774	entailment
1775	entailment
1776	entailment
1777	entailment
1778	entailment
1779	entailment
1780	entailment
1781	entailment
1782	entailment
1783	entailment
1784	entailment
1785	entailment
1786	entailment
1787	entailment
1788	entailment
1789	entailment
1790	entailment
1791	entailment
1792	entailment
1793	entailment
1794	entailment
1795	entailment
1796	entailment
1797	entailment
1798	entailment
1799	entailment
1800	entailment
1801	entailment
1802	entailment
1803	entailment
1804	entailment
1805	entailment
1806	entailment
1807	entailment
1808	entailment
1809	entailment
1810	entailment
1811	entailment
1812	entailment
1813	entailment
1814	entailment
1815	entailment
1816	entailment
1817	entailment
1818	entailment
1819	entailment
1820	entailment
1821	entailment
1822	entailment
1823	entailment
1824	entailment
1825	entailment
1826	entailment
1827	entailment
1828	entailment
1829	entailment
1830	entailment
1831	entailment
1832	entailment
1833	entailment
1834	entailment
1835	entailment
1836	entailment
1837	entailment
1838	entailment
1839	entailment
1840	entailment
1841	entailment
1842	entailment
1843	entailment
1844	entailment
1845	entailment
1846	entailment
1847	entailment
1848	entailment
1849	entailment
1850	entailment
1851	entailment
1852	entailment
1853	entailment
1854	entailment
1855	entailment
1856	entailment
1857	entailment
1858	entailment
1859	entailment
1860	entailment
1861	entailment
1862	entailment
1863	entailment
1864	entailment
1865	entailment
1866	entailment
1867	entailment
1868	entailment
1869	entailment
1870	entailment
1871	entailment
1872	entailment
1873	entailment
1874	entailment
1875	entailment
1876	entailment
1877	entailment
1878	entailment
1879	entailment
1880	entailment
1881	entailment
1882	entailment
1883	entailment
1884	entailment
1885	entailment
1886	entailment
1887	entailment
1888	entailment
1889	entailment
1890	entailment
1891	entailment
1892	entailment
1893	entailment
1894	entailment
1895	entailment
1896	entailment
1897	entailment
1898	entailment
1899	entailment
1900	entailment
1901	entailment
1902	entailment
1903	entailment
1904	entailment
1905	entailment
1906	entailment
1907	entailment
1908	entailment
1909	entailment
1910	entailment
1911	entailment
1912	entailment
1913	entailment
1914	entailment
1915	entailment
1916	entailment
1917	entailment
1918	entailment
1919	entailment
1920	entailment
1921	entailment
1922	entailment
1923	entailment
1924	entailment
1925	entailment
1926	entailment
1927	entailment
1928	entailment
1929	entailment
1930	entailment
1931	entailment
1932	entailment
1933	entailment
1934	entailment
1935	entailment
1936	entailment
1937	entailment
1938	entailment
1939	entailment
1940	entailment
1941	entailment
1942	entailment
1943	entailment
1944	entailment
1945	entailment
1946	entailment
1947	entailment
1948	entailment
1949	entailment
1950	entailment
1951	entailment
1952	entailment
1953	entailment
1954	entailment
1955	entailment
1956	entailment
1957	entailment
1958	entailment
1959	entailment
1960	entailment
1961	entailment
1962	entailment
1963	entailment
1964	entailment
1965	entailment
1966	entailment
1967	entailment
1968	entailment
1969	entailment
1970	entailment
1971	entailment
1972	entailment
1973	entailment
1974	entailment
1975	entailment
1976	entailment
1977	entailment
1978	entailment
1979	entailment
1980	entailment
1981	entailment
1982	entailment
1983	entailment
1984	entailment
1985	entailment
1986	entailment
1987	entailment
1988	entailment
1989	entailment
1990	entailment
1991	entailment
1992	entailment
1993	entailment
1994	entailment
1995	entailment
1996	entailment
1997	entailment
1998	entailment
1999	entailment
2000	entailment
2001	entailment
2002	entailment
2003	entailment
2004	entailment
2005	entailment
2006	entailment
2007	entailment
2008	entailment
2009	entailment
2010	entailment
2011	entailment
2012	entailment
2013	entailment
2014	entailment
2015	entailment
2016	entailment
2017	entailment
2018	entailment
2019	entailment
2020	entailment
2021	entailment
2022	entailment
2023	entailment
2024	entailment
2025	entailment
2026	entailment
2027	entailment
2028	entailment
2029	entailment
2030	entailment
2031	entailment
2032	entailment
2033	entailment
2034	entailment
2035	entailment
2036	entailment
2037	entailment
2038	entailment
2039	entailment
2040	entailment
2041	entailment
2042	entailment
2043	entailment
2044	entailment
2045	entailment
2046	entailment
2047	entailment
2048	entailment
2049	entailment
2050	entailment
2051	entailment
2052	entailment
2053	entailment
2054	entailment
2055	entailment
2056	entailment
2057	entailment
2058	entailment
2059	entailment
2060	entailment
2061	entailment
2062	entailment
2063	entailment
2064	entailment
2065	entailment
2066	entailment
2067	entailment
2068	entailment
2069	entailment
2070	entailment
2071	entailment
2072	entailment
2073	entailment
2074	entailment
2075	entailment
2076	entailment
2077	entailment
2078	entailment
2079	entailment
2080	entailment
2081	entailment
2082	entailment
2083	entailment
2084	entailment
2085	entailment
2086	entailment
2087	entailment
2088	entailment
2089	entailment
2090	entailment
2091	entailment
2092	entailment
2093	entailment
2094	entailment
2095	entailment
2096	entailment
2097	entailment
2098	entailment
2099	entailment
2100	entailment
2101	entailment
2102	entailment
2103	entailment
2104	entailment
2105	entailment
2106	entailment
2107	entailment
2108	entailment
2109	entailment
2110	entailment
2111	entailment
2112	entailment
2113	entailment
2114	entailment
2115	entailment
2116	entailment
2117	entailment
2118	entailment
2119	entailment
2120	entailment
2121	entailment
2122	entailment
2123	entailment
2124	entailment
2125	entailment
2126	entailment
2127	entailment
2128	entailment
2129	entailment
2130	entailment
2131	entailment
2132	entailment
2133	entailment
2134	entailment
2135	entailment
2136	entailment
2137	entailment
2138	entailment
2139	entailment
2140	entailment
